"treatment_ordered","treat1","treat2_felon","treat_combined","registered","v_pres_general_12","v08","returned","returntoprison","ageonelecday","f_contype","f_daysserved","timesincerelease"
2,1,0,1,0,"0",NA,1,0,21.3239822387695,"SELLING WEAPONS TO ALIENS PROHIBITED",699.70751953125,1.0480397939682
1,0,0,0,0,"0",0,0,0,29.954984664917,"ROBBERY, SECOND DEGREE",823.565063476562,1.07456350326538
1,0,0,0,0,"0",0,0,0,32.7060661315918,"CRIM VIOL OF PROTECTIVE ORDER",133.50895690918,2.3965585231781
1,0,0,0,0,"0",0,0,0,44.095458984375,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",424.309204101562,0.461734801530838
3,0,1,1,0,"0",0,0,0,43.1792449951172,"CRIMINAL POSS OF PISTOL/REVOLVER",328.202087402344,0.987281501293182
3,0,1,1,0,"0",0,1,0,43.0675239562988,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",416.673828125,1.03771531581879
1,0,0,0,0,"0",0,0,0,23.517951965332,"SALE OF CONTROLLED SUBSTANCE",281.357513427734,1.54750728607178
1,0,0,0,0,"0",0,0,0,23.8759136199951,"CARRYING WEAPONS WITHOUT A PERMIT",364.765808105469,1.89838051795959
3,0,1,1,0,"0",NA,0,0,25.5197010040283,"CRIMINAL POSSESSION OF A PISTOL",1069.55236816406,2.90188264846802
1,0,0,0,0,"0",1,0,0,47.4054794311523,"POSSESSION OF NARCOTICS",284.251159667969,1.14954018592834
2,1,0,1,0,"0",0,0,0,48.1692581176758,"POSSESSION OF NARCOTICS",188.856170654297,2.53712749481201
1,0,0,0,0,"0",0,0,0,55.3118362426758,"UNLAWFUL RESTRAINT, FIRST DEGREE",-0.32086580991745,3.20018577575684
2,1,0,1,0,"0",NA,0,0,51.4923896789551,"ASSAULT ON POLICE OR FIRE OFFICER",387.211608886719,2.79459238052368
1,0,0,0,0,"0",NA,0,0,38.7996292114258,"FORGERY, SECOND DEGREE",134.837310791016,3.22821140289307
1,0,0,0,0,"0",NA,0,0,21.0165042877197,"LARCENY, THIRD DEGREE",591.617492675781,1.76634418964386
3,0,1,1,0,"0",NA,0,0,26.142993927002,"POSSESSION OF NARCOTICS",365.105499267578,2.90864586830139
1,0,0,0,0,"0",NA,0,0,45.3669319152832,"BURGLARY, THIRD DEGREE",1051.66223144531,2.3561418056488
1,0,0,0,0,"0",NA,0,0,23.1911125183105,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",318.219024658203,2.19294381141663
1,0,0,0,0,"0",0,0,0,31.6679134368896,"ASSAULT, SECOND DEGREE",187.267303466797,2.24952530860901
3,0,1,1,0,"0",NA,0,1,21.0357151031494,"CARRYING WEAPONS WITHOUT A PERMIT",375.992797851562,1.57129991054535
2,1,0,1,0,"0",0,0,0,33.7577362060547,"LARCENY, SECOND DEGREE",148.40998840332,2.76683449745178
1,0,0,0,0,"0",NA,0,0,24.3871154785156,"SALE OF CONTROLLED SUBSTANCE",370.543640136719,2.7569477558136
1,0,0,0,0,"0",0,0,0,51.7069091796875,"CRIM VIOL OF PROTECTIVE ORDER",58.7017097473145,0.50653213262558
1,0,0,0,0,"0",0,0,0,43.4097785949707,"POSSESSION OF NARCOTICS",192.958755493164,1.35941505432129
2,1,0,1,0,"0",0,1,0,24.4368343353271,"ROBBERY, SECOND DEGREE",153.882431030273,2.57703375816345
2,1,0,1,0,"0",0,0,0,38.859245300293,"POSSESSION OF NARCOTICS",-0.532305657863617,1.5273357629776
1,0,0,0,1,"1",NA,0,0,28.171501159668,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",882.333374023438,3.17592811584473
3,0,1,1,1,"0",0,1,0,49.2640075683594,"ASSAULT, SECOND DEGREE",-0.711435675621033,0.472636729478836
3,0,1,1,0,"0",NA,0,0,29.1529197692871,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",615.664001464844,1.74470627307892
1,0,0,0,0,"0",0,0,0,25.8582553863525,"CARRYING WEAPONS WITHOUT A PERMIT",633.869873046875,1.07474398612976
3,0,1,1,0,"0",0,1,0,41.8814468383789,"CRIM VIOL OF PROTECTIVE ORDER",340.663330078125,1.89401054382324
3,0,1,1,1,"1",0,0,0,52.9222145080566,"CRIM VIOL OF PROTECTIVE ORDER",340.687164306641,0.723168909549713
1,0,0,0,0,"0",0,0,0,25.1931304931641,"POSSESS OF HALLUC OR 4+ OZ MARIJUANA",371.011535644531,2.50112986564636
1,0,0,0,0,"0",0,0,0,28.9941596984863,"SALE OF CONTROLLED SUBSTANCE",322.908782958984,0.943020820617676
2,1,0,1,0,"0",0,1,0,25.2409782409668,"ASSAULT, SECOND DEGREE",-0.150445461273193,2.03086376190186
1,0,0,0,0,"0",0,0,0,42.6768836975098,"POSSESSION OF NARCOTICS",313.043090820312,1.83307003974915
1,0,0,0,0,"0",0,0,0,40.1530418395996,"ROBBERY, THIRD DEGREE",210.8828125,2.28107523918152
2,1,0,1,0,"0",0,0,0,36.4319877624512,"ROBBERY, FIRST DEGREE",276.810302734375,1.35871565341949
1,0,0,0,0,"0",0,0,0,42.9678001403809,"ESCAPE, FIRST DEGREE",27.350622177124,2.63288998603821
2,1,0,1,0,"0",0,1,0,40.2540473937988,"ASSAULT, SECOND DEGREE",280.639068603516,2.82837176322937
1,0,0,0,0,"0",0,0,0,31.7717685699463,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",522.36865234375,1.49058496952057
2,1,0,1,0,"0",0,1,0,31.1405906677246,"POSSESSION OF NARCOTICS",35.6309852600098,2.52582812309265
1,0,0,0,0,"0",NA,0,0,37.0426940917969,"POSSESSION OF NARCOTICS",434.183654785156,2.39228510856628
1,0,0,0,0,"0",NA,0,0,22.8164958953857,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",219.221160888672,3.07182455062866
1,0,0,0,0,"0",NA,0,0,30.0497798919678,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",1062.85705566406,1.28595685958862
1,0,0,0,0,"0",NA,0,0,33.5847702026367,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",1085.08801269531,1.42955982685089
2,1,0,1,0,"0",NA,1,0,27.3134136199951,"ASSAULT, SECOND DEGREE",264.571655273438,2.86593413352966
3,0,1,1,0,"0",NA,0,0,23.4900722503662,"ROBBERY, THIRD DEGREE",242.406402587891,3.01937460899353
1,0,0,0,0,"0",0,0,0,26.9762630462646,"LARCENY, THIRD DEGREE",284.557952880859,2.07743501663208
3,0,1,1,0,"0",NA,0,0,21.9963970184326,"BURGLARY, THIRD DEGREE",184.262145996094,2.45766592025757
2,1,0,1,0,"0",0,0,0,34.0491218566895,"CRIM VIOL OF PROTECTIVE ORDER",175.681350708008,1.31009292602539
1,0,0,0,0,"0",NA,0,0,35.8397827148438,"LARCENY, SECOND DEGREE",476.728210449219,3.07431054115295
1,0,0,0,0,"0",0,0,0,23.2414951324463,"CRIM VIOL OF PROTECTIVE ORDER",71.0648040771484,1.71290016174316
1,0,0,0,0,"0",0,0,0,34.2718505859375,"CRIM VIOL OF PROTECTIVE ORDER",134.830856323242,1.05224406719208
2,1,0,1,1,"0",NA,1,0,43.6377944946289,"LARCENY, FIRST DEGREE",617.097229003906,1.79490399360657
3,0,1,1,0,"0",NA,0,0,21.3539562225342,"ROBBERY, SECOND DEGREE",375.952972412109,0.914021790027618
2,1,0,1,0,"0",0,0,0,43.2687911987305,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",358.156585693359,2.4849169254303
1,0,0,0,0,"0",0,0,0,44.5756950378418,"CRIM VIOL OF PROTECTIVE ORDER",101.847152709961,2.06155204772949
2,1,0,1,0,"0",NA,0,0,25.0309772491455,"CRIM VIOL OF PROTECTIVE ORDER",652.221069335938,2.44707846641541
3,0,1,1,0,"0",0,0,0,27.2776355743408,"SALE OF CONTROLLED SUBSTANCE",749.198486328125,1.51017475128174
1,0,0,0,1,"1",NA,0,0,37.9509696960449,"CRIM VIOL OF PROTECTIVE ORDER",636.511962890625,2.75300288200378
1,0,0,0,0,"0",0,0,0,52.0590515136719,"CRIM VIOL OF PROTECTIVE ORDER",538.297607421875,0.786641001701355
1,0,0,0,0,"0",0,0,0,39.4526023864746,"POSSESSION OF NARCOTICS",346.1748046875,1.84275639057159
3,0,1,1,0,"0",0,1,0,27.3749828338623,"CARRYING WEAPON IN A MOTOR VEHICLE",516.680725097656,0.652653932571411
1,0,0,0,0,"0",NA,0,0,35.118480682373,"CARRYING WEAPON IN A MOTOR VEHICLE",154.993881225586,3.0925612449646
1,0,0,0,0,"0",0,0,0,26.7163391113281,"BURGLARY, THIRD DEGREE",745.488708496094,1.10009574890137
1,0,0,0,0,"0",0,0,0,22.4688720703125,"CARRYING WEAPONS WITHOUT A PERMIT",160.223373413086,1.90559685230255
1,0,0,0,0,"0",0,0,0,21.3968982696533,"ROBBERY, THIRD DEGREE",276.675079345703,1.2173467874527
2,1,0,1,0,"0",NA,0,0,32.5713310241699,"ROBBERY, SECOND DEGREE",899.238037109375,1.38593006134033
3,0,1,1,0,"0",0,1,0,27.9108486175537,"POSSESSION OF NARCOTICS",180.483901977539,0.890566527843475
1,0,0,0,0,"0",NA,0,0,28.0822315216064,"CRIM VIOL OF PROTECTIVE ORDER",598.585754394531,2.93838214874268
1,0,0,0,0,"0",NA,0,0,40.2704696655273,"BURGLARY, THIRD DEGREE",242.634185791016,3.04320359230042
3,0,1,1,0,"0",0,0,0,32.7564697265625,"CRIMINAL MISCHIEF, FIRST DEGREE",61.0180397033691,2.11449766159058
1,0,0,0,0,"0",0,0,0,40.1608085632324,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",581.301025390625,1.56525719165802
3,0,1,1,0,"0",0,1,0,26.0817337036133,"RECKLESS BURNING",166.569595336914,0.352833151817322
2,1,0,1,0,"0",NA,1,0,24.3782196044922,"SALE OF CONTROLLED SUBSTANCE",1024.63037109375,2.78662872314453
1,0,0,0,0,"0",0,0,0,35.4080123901367,"ROBBERY, SECOND DEGREE",524.329345703125,2.09161949157715
3,0,1,1,0,"0",0,1,0,41.0368156433105,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",65.7990798950195,2.94211316108704
1,0,0,0,0,"0",0,0,0,56.9024887084961,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",318.680847167969,1.5273197889328
2,1,0,1,0,"0",NA,0,0,24.8342781066895,"BURGLARY, THIRD DEGREE",1062.93615722656,2.1301486492157
1,0,0,0,0,"0",0,0,0,23.2676048278809,"ASSAULT, SECOND DEGREE",291.345062255859,1.21209836006165
1,0,0,0,0,"0",0,0,0,48.2747611999512,"POSSESSION OF NARCOTICS",106.593185424805,0.672414541244507
3,0,1,1,0,"0",0,1,0,29.415699005127,"POSSESS OF HALLUC OR 4+ OZ MARIJUANA",190.29150390625,1.30649423599243
3,0,1,1,0,"0",0,0,0,41.3602333068848,"CRIM VIOL OF PROTECTIVE ORDER",138.967819213867,1.6488823890686
3,0,1,1,0,"0",0,1,0,24.2946224212646,"BURGLARY, THIRD DEGREE",222.402725219727,2.95286130905151
1,0,0,0,0,"0",0,0,0,42.9278182983398,"SALE OF CONTROLLED SUBSTANCE",96.0414352416992,0.504179835319519
2,1,0,1,0,"0",0,0,0,36.0141525268555,"POSSESSION OF NARCOTICS",279.121643066406,2.57058334350586
2,1,0,1,0,"0",NA,0,0,21.3133029937744,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",739.740661621094,2.46251487731934
1,0,0,0,0,"0",0,0,0,49.366455078125,"LARCENY, THIRD DEGREE",392.829528808594,1.05609035491943
3,0,1,1,0,"0",NA,1,0,40.4438819885254,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",553.98095703125,2.79441142082214
2,1,0,1,0,"0",NA,1,0,42.2113380432129,"ROBBERY, THIRD DEGREE",736.215759277344,1.98226284980774
1,0,0,0,0,"0",0,0,1,22.3366584777832,"LARCENY, THIRD DEGREE",51.5653457641602,1.29856765270233
1,0,0,0,0,"0",0,0,0,54.6217613220215,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",262.91259765625,0.753545105457306
1,0,0,0,0,"0",0,0,0,41.3218688964844,"ASSAULT, SECOND DEGREE",280.139373779297,2.53123569488525
1,0,0,0,0,"0",NA,0,0,21.9482688903809,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",100.250991821289,2.36951756477356
3,0,1,1,0,"0",NA,1,0,29.3786811828613,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",1076.76574707031,2.59344005584717
1,0,0,0,0,"0",0,0,0,53.0740699768066,"BURGLARY, THIRD DEGREE",-0.301461279392242,1.89375746250153
2,1,0,1,0,"0",0,0,0,26.8402576446533,"SALE OF CONTROLLED SUBSTANCE",575.931579589844,1.09222567081451
3,0,1,1,0,"0",0,0,1,43.239128112793,"BURGLARY, THIRD DEGREE",368.933319091797,0.912801146507263
2,1,0,1,0,"0",NA,0,0,43.2844848632812,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",621.310668945312,2.86262178421021
1,0,0,0,0,"0",0,0,0,57.4433555603027,"ESCAPE, FIRST DEGREE",205.803466796875,2.75882625579834
1,0,0,0,0,"0",0,0,0,27.2678527832031,"ROBBERY, FIRST DEGREE",85.4740219116211,1.3794424533844
2,1,0,1,0,"0",0,0,0,33.9581108093262,"BURGLARY, THIRD DEGREE",196.771224975586,0.989107847213745
3,0,1,1,0,"0",NA,0,0,21.754940032959,"SELLING WEAPONS TO ALIENS PROHIBITED",450.463653564453,0.782087504863739
2,1,0,1,0,"0",NA,0,0,31.8598041534424,"ROBBERY, THIRD DEGREE",1114.13720703125,2.89693403244019
2,1,0,1,0,"0",NA,1,0,44.926929473877,"LARCENY, SECOND DEGREE",239.043182373047,3.27214670181274
3,0,1,1,0,"0",NA,0,0,28.2883167266846,"ESCAPE, FIRST DEGREE",437.107086181641,2.65527725219727
1,0,0,0,0,"0",0,0,0,37.5800094604492,"ASSAULT, SECOND DEGREE",-0.706075131893158,1.85388803482056
2,1,0,1,0,"0",NA,1,0,52.3167495727539,"FORGERY, SECOND DEGREE",770.096862792969,1.44464147090912
2,1,0,1,0,"0",0,1,0,36.071174621582,"ROBBERY, SECOND DEGREE",160.039108276367,0.920965254306793
1,0,0,0,0,"0",1,0,1,26.4098377227783,"FAILURE TO APPEAR, FIRST DEGREE",114.256317138672,2.48361539840698
3,0,1,1,0,"0",0,1,0,38.7351417541504,"POSSESSION OF NARCOTICS",299.307983398438,1.12887728214264
1,0,0,0,0,"0",0,0,0,34.1282691955566,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",1026.0693359375,0.267618507146835
3,0,1,1,0,"0",0,0,0,35.9702682495117,"CRIM VIOL OF PROTECTIVE ORDER",246.816711425781,0.730664908885956
2,1,0,1,0,"0",NA,1,0,25.2758655548096,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",606.154663085938,2.45134711265564
2,1,0,1,0,"0",0,1,0,44.4185485839844,"POSSESSION OF NARCOTICS",371.372772216797,1.43988966941833
1,0,0,0,0,"0",0,0,0,47.2367973327637,"ROBBERY, THIRD DEGREE",446.449859619141,0.965812981128693
1,0,0,0,0,"0",NA,0,0,49.9393920898438,"ASSAULT, SECOND DEGREE",337.112182617188,2.6618378162384
1,0,0,0,0,"0",0,0,0,23.0783233642578,"POSSESSION OF NARCOTICS",-0.746250748634338,2.98927712440491
1,0,0,0,0,"0",NA,0,0,46.7958679199219,"FAILURE TO APPEAR, FIRST DEGREE",361.998718261719,3.18727707862854
1,0,0,0,0,"0",0,0,0,21.5909786224365,"ROBBERY, THIRD DEGREE",522.027160644531,0.839539527893066
1,0,0,0,0,"0",0,0,0,30.729793548584,"CARRYING WEAPONS WITHOUT A PERMIT",237.243072509766,2.47943210601807
1,0,0,0,0,"0",NA,0,0,41.8516120910645,"CRIMINAL POSS OF PISTOL/REVOLVER",462.349975585938,2.64125657081604
1,0,0,0,0,"0",0,0,0,31.2636318206787,"SALE OF CONTROLLED SUBSTANCE",159.335006713867,2.2124490737915
2,1,0,1,0,"0",NA,0,0,23.5703277587891,"BURGLARY, THIRD DEGREE",274.145446777344,2.92075943946838
1,0,0,0,0,"0",NA,0,0,40.3573455810547,"POSSESSION OF NARCOTICS",465.784606933594,2.8601245880127
1,0,0,0,0,"0",NA,0,0,22.1046352386475,"POSSESSION OF NARCOTICS",127.093284606934,0.952286839485168
2,1,0,1,0,"0",NA,0,0,21.5389060974121,"CARRYING WEAPONS WITHOUT A PERMIT",260.092163085938,1.21736264228821
3,0,1,1,0,"0",0,0,0,26.8649578094482,"LARCENY, SECOND DEGREE",88.4734725952148,1.61312222480774
3,0,1,1,0,"0",NA,0,0,46.5675735473633,"ASSAULT ON POLICE OR FIRE OFFICER",267.005187988281,2.86103487014771
1,0,0,0,0,"0",0,0,0,47.4484329223633,"LARCENY, THIRD DEGREE",166.172500610352,1.63224995136261
2,1,0,1,0,"0",0,1,0,36.0419654846191,"BURGLARY, THIRD DEGREE",140.406539916992,1.44626474380493
3,0,1,1,0,"0",NA,1,0,59.9240188598633,"LARCENY, THIRD DEGREE",296.719757080078,2.60736274719238
1,0,0,0,0,"0",0,0,0,43.8318824768066,"LARCENY, THIRD DEGREE",445.96826171875,1.5035252571106
1,0,0,0,0,"0",0,0,0,28.943380355835,"LARCENY, FIRST DEGREE",260.541534423828,0.805616319179535
2,1,0,1,0,"0",0,0,0,37.2113761901855,"POSSESSION OF NARCOTICS",77.4580078125,0.668713629245758
1,0,0,0,0,"0",0,0,0,30.6759014129639,"POSSESSION OF NARCOTICS",361.769683837891,0.497175544500351
3,0,1,1,0,"0",0,1,0,36.2903060913086,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",391.928924560547,1.79658544063568
3,0,1,1,0,"0",NA,0,0,43.0210113525391,"POSSESSION OF NARCOTICS",546.540954589844,3.2909779548645
2,1,0,1,0,"0",NA,0,0,31.6150360107422,"SALE OF CONTROLLED SUBSTANCE",1056.34692382812,1.94374573230743
1,0,0,0,1,"1",0,0,0,33.8717994689941,"LARCENY, SECOND DEGREE",434.970336914062,1.80691361427307
1,0,0,0,0,"0",0,0,0,32.0743370056152,"POSSESSION OF NARCOTICS",392.365234375,1.76840329170227
3,0,1,1,0,"0",0,1,0,43.1560668945312,"CRIM VIOL OF PROTECTIVE ORDER",301.363403320312,0.934229612350464
3,0,1,1,1,"0",0,0,0,43.3830986022949,"POSSESSION OF NARCOTICS",336.987030029297,0.881382584571838
1,0,0,0,0,"0",0,0,0,28.9318237304688,"FAILURE TO APPEAR, FIRST DEGREE",134.258987426758,2.33402943611145
3,0,1,1,0,"0",0,0,0,42.3241577148438,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",748.103210449219,1.13268196582794
3,0,1,1,0,"0",NA,0,0,22.2696170806885,"SALE OF CONTROLLED SUBSTANCE",84.8991165161133,2.6467752456665
3,0,1,1,0,"0",0,1,0,22.8056087493896,"BURGLARY, THIRD DEGREE",479.785583496094,0.806709885597229
2,1,0,1,0,"0",0,1,0,44.6493721008301,"CRIM VIOL ST CRIM RESTR ORDER",111.771286010742,3.07114434242249
2,1,0,1,0,"0",NA,0,1,20.5096950531006,"LARCENY, THIRD DEGREE",254.935577392578,0.858459293842316
3,0,1,1,0,"0",0,1,0,23.4649085998535,"UNLAWFUL RESTRAINT, FIRST DEGREE",135.565582275391,2.52222061157227
2,1,0,1,0,"0",0,1,0,24.5566921234131,"POSSESSION OF NARCOTICS",181.858032226562,0.772808015346527
1,0,0,0,0,"0",0,0,0,25.0974655151367,"CRIM VIOL OF PROTECTIVE ORDER",440.991119384766,1.35431027412415
1,0,0,0,0,"0",NA,0,0,47.467155456543,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",776.817993164062,3.17653846740723
1,0,0,0,0,"0",0,0,0,42.0347557067871,"POSSESSION OF NARCOTICS",546.138610839844,1.10733962059021
2,1,0,1,0,"0",0,0,0,35.1371192932129,"ASSAULT, SECOND DEGREE",202.857513427734,2.69329833984375
1,0,0,0,0,"0",1,0,0,22.3388404846191,"BURGLARY, THIRD DEGREE",443.957427978516,1.44966208934784
2,1,0,1,0,"0",0,0,0,33.0395011901855,"POSSESSION OF NARCOTICS",343.731536865234,0.654826104640961
2,1,0,1,0,"0",NA,0,0,28.9849967956543,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",1104.61010742188,2.79366040229797
1,0,0,0,0,"0",NA,0,0,20.9809112548828,"LARCENY, THIRD DEGREE",161.763610839844,1.24522399902344
1,0,0,0,0,"0",0,0,0,47.2103500366211,"CRIM VIOL OF PROTECTIVE ORDER",177.58039855957,1.47980082035065
1,0,0,0,1,"0",0,0,0,56.5814170837402,"BURGLARY, THIRD DEGREE",283.588195800781,0.781284689903259
1,0,0,0,0,"0",0,0,0,53.1607971191406,"LARCENY, THIRD DEGREE",479.510345458984,1.47493267059326
3,0,1,1,0,"0",NA,0,0,29.8217258453369,"CRIMINAL POSS OF PISTOL/REVOLVER",526.126159667969,2.39327931404114
1,0,0,0,0,"0",NA,0,0,41.6169662475586,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",929.18603515625,2.24867963790894
3,0,1,1,0,"0",0,0,0,24.2467098236084,"BURGLARY, THIRD DEGREE",28.3341255187988,0.998646199703217
2,1,0,1,0,"0",NA,0,0,26.3101692199707,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",192.342102050781,3.10579609870911
2,1,0,1,0,"0",0,1,0,22.6576728820801,"ROBBERY, SECOND DEGREE",989.216369628906,0.470976233482361
1,0,0,0,0,"0",NA,0,0,42.112850189209,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",536.712646484375,3.24594187736511
1,0,0,0,0,"0",0,0,0,30.0475559234619,"ASSAULT, SECOND DEGREE",136.311828613281,1.35031187534332
3,0,1,1,0,"0",NA,1,0,40.946891784668,"LARCENY, FIRST DEGREE",714.8212890625,2.42609763145447
2,1,0,1,0,"0",0,0,0,30.740837097168,"FAILURE TO APPEAR, FIRST DEGREE",197.751617431641,2.70536231994629
1,0,0,0,0,"0",0,0,0,24.3328266143799,"BURGLARY, THIRD DEGREE",20.9177398681641,2.94904565811157
1,0,0,0,0,"0",0,0,0,35.3409156799316,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",386.339782714844,1.77121043205261
3,0,1,1,0,"0",NA,1,0,34.3154296875,"POSSESSION OF NARCOTICS",435.388885498047,2.90349960327148
1,0,0,0,0,"0",NA,0,0,21.0343647003174,"CARRYING WEAPONS WITHOUT A PERMIT",203.513153076172,3.31304001808167
3,0,1,1,0,"0",0,0,0,32.0512619018555,"SALE OF CONTROLLED SUBSTANCE",321.575531005859,1.1898148059845
2,1,0,1,0,"0",0,1,0,30.9782066345215,"LARCENY, THIRD DEGREE",52.0143203735352,1.11105680465698
1,0,0,0,0,"0",0,0,0,27.6686744689941,"POSSESSION OF NARCOTICS",213.818603515625,2.06516075134277
2,1,0,1,0,"0",0,1,0,26.1810150146484,"LARCENY, FIRST DEGREE",14.9576091766357,2.58693838119507
2,1,0,1,0,"0",1,0,0,41.7612152099609,"CRIM VIOL OF PROTECTIVE ORDER",36.3734855651855,2.9249279499054
1,0,0,0,0,"0",0,0,0,31.084436416626,"POSSESSION OF NARCOTICS",128.188064575195,2.84354376792908
3,0,1,1,1,"0",NA,0,0,42.1164741516113,"LARCENY, THIRD DEGREE",520.608459472656,2.07820796966553
3,0,1,1,0,"0",0,0,0,30.8602390289307,"CRIM VIOL OF PROTECTIVE ORDER",173.970825195312,0.563605964183807
2,1,0,1,0,"0",1,0,0,26.3188858032227,"POSSESSION OF NARCOTICS",626.031677246094,0.478082478046417
3,0,1,1,0,"0",0,1,0,46.6506004333496,"ESCAPE, FIRST DEGREE",180.919464111328,3.05305576324463
1,0,0,0,0,"0",NA,0,0,19.0091609954834,"LARCENY, THIRD DEGREE",90.8249206542969,1.32539105415344
3,0,1,1,0,"0",NA,0,0,43.8467292785645,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",1033.55932617188,2.02313780784607
1,0,0,0,0,"0",0,0,0,50.2275314331055,"ROBBERY, SECOND DEGREE",133.067108154297,0.793652653694153
1,0,0,0,0,"0",NA,0,0,29.4034881591797,"LARCENY, SECOND DEGREE",690.687866210938,2.31069779396057
1,0,0,0,0,"0",0,0,0,34.6263198852539,"FAILURE TO APPEAR, FIRST DEGREE",221.918838500977,1.42979729175568
3,0,1,1,0,"0",NA,0,0,19.67702293396,"ROBBERY, THIRD DEGREE",212.317276000977,1.75896275043488
3,0,1,1,0,"0",0,1,0,41.4741554260254,"LARCENY, THIRD DEGREE",34.3858108520508,1.15295743942261
2,1,0,1,0,"0",0,0,0,31.5712814331055,"POSSESSION OF NARCOTICS",306.388122558594,1.40494871139526
3,0,1,1,0,"0",NA,0,0,26.5212135314941,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",462.603851318359,2.61695432662964
1,0,0,0,1,"1",NA,0,0,34.6448783874512,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",251.527893066406,2.93434500694275
3,0,1,1,0,"0",0,1,0,23.2988090515137,"ROBBERY, SECOND DEGREE",362.953247070312,2.04700636863708
3,0,1,1,1,"1",0,0,0,27.7229118347168,"CRIM VIOL OF PROTECTIVE ORDER",198.084182739258,0.922289490699768
1,0,0,0,0,"0",0,0,0,32.7013206481934,"ASSAULT, SECOND DEGREE",196.031768798828,2.88018345832825
3,0,1,1,0,"0",NA,0,0,26.3957748413086,"BURGLARY, THIRD DEGREE",336.288848876953,2.70206117630005
2,1,0,1,0,"0",0,0,0,34.7993965148926,"BURGLARY, THIRD DEGREE",-0.395740687847137,2.71888899803162
1,0,0,0,0,"0",0,0,0,33.3574714660645,"POSSESSION OF NARCOTICS",45.5334701538086,2.22664260864258
1,0,0,0,0,"0",0,0,0,21.8438262939453,"BURGLARY, THIRD DEGREE",446.76953125,2.06465435028076
3,0,1,1,0,"0",NA,0,1,34.3225708007812,"SALE OF CONTROLLED SUBSTANCE",549.740478515625,2.72346663475037
2,1,0,1,0,"0",0,1,0,46.5381469726562,"CRIM VIOL ST CRIM RESTR ORDER",345.595458984375,2.51038670539856
1,0,0,0,0,"0",0,0,0,46.8506774902344,"POSSESSION OF NARCOTICS",144.423629760742,1.77434623241425
1,0,0,0,0,"0",NA,0,0,26.3361721038818,"BURGLARY, THIRD DEGREE",734.244506835938,1.50525522232056
2,1,0,1,0,"0",NA,0,0,42.9007987976074,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",1015.26739501953,1.05810797214508
3,0,1,1,0,"0",0,1,0,50.8228988647461,"BURGLARY, THIRD DEGREE",140.036468505859,1.37364625930786
1,0,0,0,0,"0",0,0,0,33.8366661071777,"ASSAULT, SECOND DEGREE",31.8517932891846,0.773241281509399
1,0,0,0,0,"0",NA,0,0,33.7217559814453,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",568.357482910156,2.61252307891846
3,0,1,1,0,"0",NA,1,0,55.324592590332,"LARCENY, THIRD DEGREE",467.265167236328,2.48307204246521
3,0,1,1,1,"0",NA,0,0,47.5019493103027,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",335.886871337891,2.69644403457642
1,0,0,0,0,"0",0,0,0,29.2019805908203,"CRIM VIOL OF PROTECTIVE ORDER",276.101226806641,0.561281263828278
3,0,1,1,0,"0",0,1,0,49.8675956726074,"POSSESSION OF NARCOTICS",-0.469354182481766,2.0835964679718
2,1,0,1,0,"0",0,0,0,55.6032104492188,"UNLAWFUL RESTRAINT, FIRST DEGREE",266.347259521484,2.79145097732544
